IDJwb,IDPSJ,questions_clean,answerKeys_clean,answer_clean,raw_grade,max_grade,grade,labela,label
226,4,['apakah representasi fisik dalam konsep penyimpanan berkas di komputer dan apa pula yang dimaksudkan dengan representasi logis dalam penjelasan kedua konsep penyimpanan ini berikan contoh contoh yang memperjelas perbedaan antara penyimpanan logis dan penyimpanan fisik'],"['representasi fisik adalah cara pengkodean alamat yang menunjukkan lokasi data di hard disk pc laptop maupun ponsel kita yang direpresentasikan dengan menggunakan bilangan biner atau hexadesimal', 'representasi fisik dibuat untuk sistem komputer dalam menyimpan dan menemukan kembali sebuah data sedangkan representasi logis ditujukan untuk manusia sebagai pengguna', 'representasi logis juga menunjukkan lokasi data disimpan dengan menggunakan nama jalur drive folder dan subfolder', 'contoh representasi logis adalah c adalah atau lectures atau genap24 atau namafile docx', 'sedangkan contoh representasi fisik dengan bilangan biner 8 bit adalah 10010161']","['dalam penyimpanan berkas representasi fisik menunjukkan bagaimana data disimpan oleh sistem komputer di hard disk', 'representasi logis menunjukkan bagaimana data tersebut diorganisasikan agar mudah diakses oleh pengguna', 'contohnya pengguna mengakses file menggunakan nama dan folder tanpa mengetahui lokasi fisik sebenarnya di media penyimpanan']",3.7,5.0,7.4,B,4
227,4,['apakah representasi fisik dalam konsep penyimpanan berkas di komputer dan apa pula yang dimaksudkan dengan representasi logis dalam penjelasan kedua konsep penyimpanan ini berikan contoh contoh yang memperjelas perbedaan antara penyimpanan logis dan penyimpanan fisik'],"['representasi fisik adalah cara pengkodean alamat yang menunjukkan lokasi data di hard disk pc laptop maupun ponsel kita yang direpresentasikan dengan menggunakan bilangan biner atau hexadesimal', 'representasi fisik dibuat untuk sistem komputer dalam menyimpan dan menemukan kembali sebuah data sedangkan representasi logis ditujukan untuk manusia sebagai pengguna', 'representasi logis juga menunjukkan lokasi data disimpan dengan menggunakan nama jalur drive folder dan subfolder', 'contoh representasi logis adalah c adalah atau lectures atau genap24 atau namafile docx', 'sedangkan contoh representasi fisik dengan bilangan biner 8 bit adalah 10010162']","['representasi fisik menjelaskan cara sistem komputer menyimpan data di perangkat penyimpanan', 'representasi logis menjelaskan cara pengguna berinteraksi dengan data tersebut melalui struktur direktori']",3.5,5.0,7.0,B,4
228,4,['apakah representasi fisik dalam konsep penyimpanan berkas di komputer dan apa pula yang dimaksudkan dengan representasi logis dalam penjelasan kedua konsep penyimpanan ini berikan contoh contoh yang memperjelas perbedaan antara penyimpanan logis dan penyimpanan fisik'],"['representasi fisik adalah cara pengkodean alamat yang menunjukkan lokasi data di hard disk pc laptop maupun ponsel kita yang direpresentasikan dengan menggunakan bilangan biner atau hexadesimal', 'representasi fisik dibuat untuk sistem komputer dalam menyimpan dan menemukan kembali sebuah data sedangkan representasi logis ditujukan untuk manusia sebagai pengguna', 'representasi logis juga menunjukkan lokasi data disimpan dengan menggunakan nama jalur drive folder dan subfolder', 'contoh representasi logis adalah c adalah atau lectures atau genap24 atau namafile docx', 'sedangkan contoh representasi fisik dengan bilangan biner 8 bit adalah 10010163']","['representasi fisik adalah cara komputer menyimpan data di dalam hard disk', 'representasi logis adalah cara pengguna melihat data tersebut dalam bentuk folder dan file', 'contohnya pengguna membuka file di folder tertentu sedangkan komputer menyimpannya di hard disk']",3.0,5.0,6.0,C,3
229,4,['apakah representasi fisik dalam konsep penyimpanan berkas di komputer dan apa pula yang dimaksudkan dengan representasi logis dalam penjelasan kedua konsep penyimpanan ini berikan contoh contoh yang memperjelas perbedaan antara penyimpanan logis dan penyimpanan fisik'],"['representasi fisik adalah cara pengkodean alamat yang menunjukkan lokasi data di hard disk pc laptop maupun ponsel kita yang direpresentasikan dengan menggunakan bilangan biner atau hexadesimal', 'representasi fisik dibuat untuk sistem komputer dalam menyimpan dan menemukan kembali sebuah data sedangkan representasi logis ditujukan untuk manusia sebagai pengguna', 'representasi logis juga menunjukkan lokasi data disimpan dengan menggunakan nama jalur drive folder dan subfolder', 'contoh representasi logis adalah c adalah atau lectures atau genap24 atau namafile docx', 'sedangkan contoh representasi fisik dengan bilangan biner 8 bit adalah 10010164']","['representasi fisik berkaitan dengan penyimpanan data di perangkat keras komputer', 'representasi logis berkaitan dengan tampilan penyimpanan yang dapat dilihat oleh pengguna', 'misalnya file disimpan di drive c walaupun secara fisik berada di tempat lain']",3.0,5.0,6.0,C,3
230,4,['apakah representasi fisik dalam konsep penyimpanan berkas di komputer dan apa pula yang dimaksudkan dengan representasi logis dalam penjelasan kedua konsep penyimpanan ini berikan contoh contoh yang memperjelas perbedaan antara penyimpanan logis dan penyimpanan fisik'],"['representasi fisik adalah cara pengkodean alamat yang menunjukkan lokasi data di hard disk pc laptop maupun ponsel kita yang direpresentasikan dengan menggunakan bilangan biner atau hexadesimal', 'representasi fisik dibuat untuk sistem komputer dalam menyimpan dan menemukan kembali sebuah data sedangkan representasi logis ditujukan untuk manusia sebagai pengguna', 'representasi logis juga menunjukkan lokasi data disimpan dengan menggunakan nama jalur drive folder dan subfolder', 'contoh representasi logis adalah c adalah atau lectures atau genap24 atau namafile docx', 'sedangkan contoh representasi fisik dengan bilangan biner 8 bit adalah 10010165']","['representasi fisik adalah penyimpanan data oleh komputer sedangkan representasi logis adalah penyimpanan data yang ditampilkan kepada pengguna', 'contohnya file memiliki nama dan folder tetapi komputer menyimpannya secara internal']",3.0,5.0,6.0,C,3
231,4,['apakah representasi fisik dalam konsep penyimpanan berkas di komputer dan apa pula yang dimaksudkan dengan representasi logis dalam penjelasan kedua konsep penyimpanan ini berikan contoh contoh yang memperjelas perbedaan antara penyimpanan logis dan penyimpanan fisik'],"['representasi fisik adalah cara pengkodean alamat yang menunjukkan lokasi data di hard disk pc laptop maupun ponsel kita yang direpresentasikan dengan menggunakan bilangan biner atau hexadesimal', 'representasi fisik dibuat untuk sistem komputer dalam menyimpan dan menemukan kembali sebuah data sedangkan representasi logis ditujukan untuk manusia sebagai pengguna', 'representasi logis juga menunjukkan lokasi data disimpan dengan menggunakan nama jalur drive folder dan subfolder', 'contoh representasi logis adalah c adalah atau lectures atau genap24 atau namafile docx', 'sedangkan contoh representasi fisik dengan bilangan biner 8 bit adalah 10010166']","['dalam penyimpanan berkas representasi fisik menunjukkan tempat data disimpan di komputer', 'representasi logis menunjukkan lokasi data yang diketahui oleh pengguna']",3.0,5.0,6.0,C,3
232,4,['apakah representasi fisik dalam konsep penyimpanan berkas di komputer dan apa pula yang dimaksudkan dengan representasi logis dalam penjelasan kedua konsep penyimpanan ini berikan contoh contoh yang memperjelas perbedaan antara penyimpanan logis dan penyimpanan fisik'],"['representasi fisik adalah cara pengkodean alamat yang menunjukkan lokasi data di hard disk pc laptop maupun ponsel kita yang direpresentasikan dengan menggunakan bilangan biner atau hexadesimal', 'representasi fisik dibuat untuk sistem komputer dalam menyimpan dan menemukan kembali sebuah data sedangkan representasi logis ditujukan untuk manusia sebagai pengguna', 'representasi logis juga menunjukkan lokasi data disimpan dengan menggunakan nama jalur drive folder dan subfolder', 'contoh representasi logis adalah c adalah atau lectures atau genap24 atau namafile docx', 'sedangkan contoh representasi fisik dengan bilangan biner 8 bit adalah 10010167']","['representasi fisik berhubungan dengan media penyimpanan komputer', 'representasi logis berhubungan dengan cara pengguna mengakses data']",3.25,5.0,6.5,C,3
233,4,['apakah representasi fisik dalam konsep penyimpanan berkas di komputer dan apa pula yang dimaksudkan dengan representasi logis dalam penjelasan kedua konsep penyimpanan ini berikan contoh contoh yang memperjelas perbedaan antara penyimpanan logis dan penyimpanan fisik'],"['representasi fisik adalah cara pengkodean alamat yang menunjukkan lokasi data di hard disk pc laptop maupun ponsel kita yang direpresentasikan dengan menggunakan bilangan biner atau hexadesimal', 'representasi fisik dibuat untuk sistem komputer dalam menyimpan dan menemukan kembali sebuah data sedangkan representasi logis ditujukan untuk manusia sebagai pengguna', 'representasi logis juga menunjukkan lokasi data disimpan dengan menggunakan nama jalur drive folder dan subfolder', 'contoh representasi logis adalah c adalah atau lectures atau genap24 atau namafile docx', 'sedangkan contoh representasi fisik dengan bilangan biner 8 bit adalah 10010168']","['representasi fisik adalah penyimpanan data di komputer', 'representasi logis adalah penyimpanan data yang terlihat oleh pengguna', 'contohnya file ada di komputer']",2.0,5.0,4.0,D,2
234,4,['apakah representasi fisik dalam konsep penyimpanan berkas di komputer dan apa pula yang dimaksudkan dengan representasi logis dalam penjelasan kedua konsep penyimpanan ini berikan contoh contoh yang memperjelas perbedaan antara penyimpanan logis dan penyimpanan fisik'],"['representasi fisik adalah cara pengkodean alamat yang menunjukkan lokasi data di hard disk pc laptop maupun ponsel kita yang direpresentasikan dengan menggunakan bilangan biner atau hexadesimal', 'representasi fisik dibuat untuk sistem komputer dalam menyimpan dan menemukan kembali sebuah data sedangkan representasi logis ditujukan untuk manusia sebagai pengguna', 'representasi logis juga menunjukkan lokasi data disimpan dengan menggunakan nama jalur drive folder dan subfolder', 'contoh representasi logis adalah c adalah atau lectures atau genap24 atau namafile docx', 'sedangkan contoh representasi fisik dengan bilangan biner 8 bit adalah 10010169']","['representasi fisik adalah bentuk file yang ada di komputer', 'representasi logis adalah nama file tersebut']",2.0,5.0,4.0,D,2
235,4,['apakah representasi fisik dalam konsep penyimpanan berkas di komputer dan apa pula yang dimaksudkan dengan representasi logis dalam penjelasan kedua konsep penyimpanan ini berikan contoh contoh yang memperjelas perbedaan antara penyimpanan logis dan penyimpanan fisik'],"['representasi fisik adalah cara pengkodean alamat yang menunjukkan lokasi data di hard disk pc laptop maupun ponsel kita yang direpresentasikan dengan menggunakan bilangan biner atau hexadesimal', 'representasi fisik dibuat untuk sistem komputer dalam menyimpan dan menemukan kembali sebuah data sedangkan representasi logis ditujukan untuk manusia sebagai pengguna', 'representasi logis juga menunjukkan lokasi data disimpan dengan menggunakan nama jalur drive folder dan subfolder', 'contoh representasi logis adalah c adalah atau lectures atau genap24 atau namafile docx', 'sedangkan contoh representasi fisik dengan bilangan biner 8 bit adalah 10010170']","['representasi fisik menyimpan data sedangkan representasi logis menampilkan data', 'contohnya data disimpan lalu dibuka']",2.0,5.0,4.0,D,2
236,4,['apakah representasi fisik dalam konsep penyimpanan berkas di komputer dan apa pula yang dimaksudkan dengan representasi logis dalam penjelasan kedua konsep penyimpanan ini berikan contoh contoh yang memperjelas perbedaan antara penyimpanan logis dan penyimpanan fisik'],"['representasi fisik adalah cara pengkodean alamat yang menunjukkan lokasi data di hard disk pc laptop maupun ponsel kita yang direpresentasikan dengan menggunakan bilangan biner atau hexadesimal', 'representasi fisik dibuat untuk sistem komputer dalam menyimpan dan menemukan kembali sebuah data sedangkan representasi logis ditujukan untuk manusia sebagai pengguna', 'representasi logis juga menunjukkan lokasi data disimpan dengan menggunakan nama jalur drive folder dan subfolder', 'contoh representasi logis adalah c adalah atau lectures atau genap24 atau namafile docx', 'sedangkan contoh representasi fisik dengan bilangan biner 8 bit adalah 10010171']","['representasi fisik adalah data asli dan representasi logis adalah data yang sudah diatur', 'contohnya file di komputer']",2.0,5.0,4.0,D,2
237,4,['apakah representasi fisik dalam konsep penyimpanan berkas di komputer dan apa pula yang dimaksudkan dengan representasi logis dalam penjelasan kedua konsep penyimpanan ini berikan contoh contoh yang memperjelas perbedaan antara penyimpanan logis dan penyimpanan fisik'],"['representasi fisik adalah cara pengkodean alamat yang menunjukkan lokasi data di hard disk pc laptop maupun ponsel kita yang direpresentasikan dengan menggunakan bilangan biner atau hexadesimal', 'representasi fisik dibuat untuk sistem komputer dalam menyimpan dan menemukan kembali sebuah data sedangkan representasi logis ditujukan untuk manusia sebagai pengguna', 'representasi logis juga menunjukkan lokasi data disimpan dengan menggunakan nama jalur drive folder dan subfolder', 'contoh representasi logis adalah c adalah atau lectures atau genap24 atau namafile docx', 'sedangkan contoh representasi fisik dengan bilangan biner 8 bit adalah 10010172']",['representasi fisik adalah komputer dan representasi logis adalah folder'],1.0,5.0,2.0,E,1
238,4,['apakah representasi fisik dalam konsep penyimpanan berkas di komputer dan apa pula yang dimaksudkan dengan representasi logis dalam penjelasan kedua konsep penyimpanan ini berikan contoh contoh yang memperjelas perbedaan antara penyimpanan logis dan penyimpanan fisik'],"['representasi fisik adalah cara pengkodean alamat yang menunjukkan lokasi data di hard disk pc laptop maupun ponsel kita yang direpresentasikan dengan menggunakan bilangan biner atau hexadesimal', 'representasi fisik dibuat untuk sistem komputer dalam menyimpan dan menemukan kembali sebuah data sedangkan representasi logis ditujukan untuk manusia sebagai pengguna', 'representasi logis juga menunjukkan lokasi data disimpan dengan menggunakan nama jalur drive folder dan subfolder', 'contoh representasi logis adalah c adalah atau lectures atau genap24 atau namafile docx', 'sedangkan contoh representasi fisik dengan bilangan biner 8 bit adalah 10010173']",['representasi fisik dan logis adalah dua jenis file di komputer'],1.0,5.0,2.0,E,1
