IDJwb,IDPSJ,questions,answerKeys,answer,raw_grade,max_grade,grade,labela,label
216,04,"Apakah representasi fisik dalam konsep penyimpanan berkas di komputer ? Dan apa pula yang dimaksudkan dengan representasi logis ? Dalam penjelasan kedua konsep penyimpanan ini, berikan contoh-contoh yang memperjelas perbedaan antara penyimpanan logis dan penyimpanan fisik!","Representasi fisik adalah cara pengkodean alamat yang menunjukkan lokasi data di hard disk PC, Laptop, maupun ponsel kita yang direpresentasikan dengan menggunakan bilangan biner atau hexadesimal. Representasi fisik dibuat untuk sistem komputer dalam menyimpan dan menemukan kembali sebuah data, sedangkan representasi logis ditujukan untuk manusia sebagai pengguna. Representasi logis juga menunjukkan lokasi data disimpan dengan menggunakan nama jalur (drive), folder dan subfolder. Contoh representasi logis adalah C:/lectures/genap24/namafile.docx. Sedangkan contoh representasi fisik dengan bilangan biner 8 bit adalah 10010151","Representasi fisik merupakan cara komputer mengelola penyimpanan data secara internal dengan menggunakan alamat fisik berbasis bilangan biner atau heksadesimal. Representasi logis adalah cara penyimpanan yang dipahami oleh pengguna dalam bentuk hierarki folder dan file. Misalnya, pengguna melihat file di C:/data/arsip.docx, sementara komputer mengaksesnya melalui alamat fisik tertentu.",5,5,10.00,A,5
217,04,"Apakah representasi fisik dalam konsep penyimpanan berkas di komputer ? Dan apa pula yang dimaksudkan dengan representasi logis ? Dalam penjelasan kedua konsep penyimpanan ini, berikan contoh-contoh yang memperjelas perbedaan antara penyimpanan logis dan penyimpanan fisik!","Representasi fisik adalah cara pengkodean alamat yang menunjukkan lokasi data di hard disk PC, Laptop, maupun ponsel kita yang direpresentasikan dengan menggunakan bilangan biner atau hexadesimal. Representasi fisik dibuat untuk sistem komputer dalam menyimpan dan menemukan kembali sebuah data, sedangkan representasi logis ditujukan untuk manusia sebagai pengguna. Representasi logis juga menunjukkan lokasi data disimpan dengan menggunakan nama jalur (drive), folder dan subfolder. Contoh representasi logis adalah C:/lectures/genap24/namafile.docx. Sedangkan contoh representasi fisik dengan bilangan biner 8 bit adalah 10010152","Representasi fisik adalah pengkodean lokasi data di media penyimpanan yang digunakan oleh sistem komputer, biasanya dalam bentuk bilangan biner atau heksadesimal. Representasi logis adalah representasi yang dibuat agar manusia mudah mengakses dan mengelola data, berupa nama drive, folder, dan file. Contoh logis adalah C:/lectures/genap24/namafile.docx, sedangkan contoh fisik adalah alamat data dalam bentuk biner 8 bit seperti 10010111.",5,5,10.00,A,5
218,04,"Apakah representasi fisik dalam konsep penyimpanan berkas di komputer ? Dan apa pula yang dimaksudkan dengan representasi logis ? Dalam penjelasan kedua konsep penyimpanan ini, berikan contoh-contoh yang memperjelas perbedaan antara penyimpanan logis dan penyimpanan fisik!","Representasi fisik adalah cara pengkodean alamat yang menunjukkan lokasi data di hard disk PC, Laptop, maupun ponsel kita yang direpresentasikan dengan menggunakan bilangan biner atau hexadesimal. Representasi fisik dibuat untuk sistem komputer dalam menyimpan dan menemukan kembali sebuah data, sedangkan representasi logis ditujukan untuk manusia sebagai pengguna. Representasi logis juga menunjukkan lokasi data disimpan dengan menggunakan nama jalur (drive), folder dan subfolder. Contoh representasi logis adalah C:/lectures/genap24/namafile.docx. Sedangkan contoh representasi fisik dengan bilangan biner 8 bit adalah 10010153","Representasi fisik dalam penyimpanan berkas adalah cara sistem komputer mengidentifikasi dan menyimpan data pada media penyimpanan menggunakan alamat fisik yang dikodekan dalam bilangan biner atau heksadesimal. Representasi ini digunakan oleh sistem operasi untuk mengelola data secara efisien. Sebaliknya, representasi logis adalah cara penyimpanan ditampilkan kepada pengguna dalam bentuk struktur direktori yang mudah dipahami. Contohnya, pengguna mengakses file melalui jalur C:/lectures/genap24/namafile.docx, sedangkan komputer mengaksesnya melalui alamat fisik tertentu dalam bentuk biner.",5,5,10.00,A,5
219,04,"Apakah representasi fisik dalam konsep penyimpanan berkas di komputer ? Dan apa pula yang dimaksudkan dengan representasi logis ? Dalam penjelasan kedua konsep penyimpanan ini, berikan contoh-contoh yang memperjelas perbedaan antara penyimpanan logis dan penyimpanan fisik!","Representasi fisik adalah cara pengkodean alamat yang menunjukkan lokasi data di hard disk PC, Laptop, maupun ponsel kita yang direpresentasikan dengan menggunakan bilangan biner atau hexadesimal. Representasi fisik dibuat untuk sistem komputer dalam menyimpan dan menemukan kembali sebuah data, sedangkan representasi logis ditujukan untuk manusia sebagai pengguna. Representasi logis juga menunjukkan lokasi data disimpan dengan menggunakan nama jalur (drive), folder dan subfolder. Contoh representasi logis adalah C:/lectures/genap24/namafile.docx. Sedangkan contoh representasi fisik dengan bilangan biner 8 bit adalah 10010154","Representasi fisik merupakan mekanisme internal komputer dalam menyimpan data pada media penyimpanan dengan menggunakan alamat numerik berbasis biner atau heksadesimal. Mekanisme ini tidak ditujukan untuk interaksi langsung dengan pengguna. Representasi logis, sebaliknya, merupakan abstraksi penyimpanan yang disediakan agar pengguna dapat mengelola data secara terstruktur melalui nama drive, folder, dan file. Contoh representasi logis adalah C:/data/materi_kuliah.docx, sementara representasi fisik berupa kode alamat biner seperti 10010111.",5,5,10.00,A,5
220,04,"Apakah representasi fisik dalam konsep penyimpanan berkas di komputer ? Dan apa pula yang dimaksudkan dengan representasi logis ? Dalam penjelasan kedua konsep penyimpanan ini, berikan contoh-contoh yang memperjelas perbedaan antara penyimpanan logis dan penyimpanan fisik!","Representasi fisik adalah cara pengkodean alamat yang menunjukkan lokasi data di hard disk PC, Laptop, maupun ponsel kita yang direpresentasikan dengan menggunakan bilangan biner atau hexadesimal. Representasi fisik dibuat untuk sistem komputer dalam menyimpan dan menemukan kembali sebuah data, sedangkan representasi logis ditujukan untuk manusia sebagai pengguna. Representasi logis juga menunjukkan lokasi data disimpan dengan menggunakan nama jalur (drive), folder dan subfolder. Contoh representasi logis adalah C:/lectures/genap24/namafile.docx. Sedangkan contoh representasi fisik dengan bilangan biner 8 bit adalah 10010155","Dalam sistem penyimpanan berkas, representasi fisik mengacu pada lokasi data yang sebenarnya di media penyimpanan, yang dinyatakan dalam bentuk bilangan biner atau heksadesimal agar dapat diproses oleh komputer. Representasi logis mengacu pada cara data tersebut disajikan kepada pengguna dalam bentuk hierarki direktori. Sebagai contoh, file yang diakses melalui D:/kuliah/semester4/tugas.docx secara fisik tersimpan pada alamat tertentu yang direpresentasikan dalam bentuk biner.",5,5,10.00,A,5
221,04,"Apakah representasi fisik dalam konsep penyimpanan berkas di komputer ? Dan apa pula yang dimaksudkan dengan representasi logis ? Dalam penjelasan kedua konsep penyimpanan ini, berikan contoh-contoh yang memperjelas perbedaan antara penyimpanan logis dan penyimpanan fisik!","Representasi fisik adalah cara pengkodean alamat yang menunjukkan lokasi data di hard disk PC, Laptop, maupun ponsel kita yang direpresentasikan dengan menggunakan bilangan biner atau hexadesimal. Representasi fisik dibuat untuk sistem komputer dalam menyimpan dan menemukan kembali sebuah data, sedangkan representasi logis ditujukan untuk manusia sebagai pengguna. Representasi logis juga menunjukkan lokasi data disimpan dengan menggunakan nama jalur (drive), folder dan subfolder. Contoh representasi logis adalah C:/lectures/genap24/namafile.docx. Sedangkan contoh representasi fisik dengan bilangan biner 8 bit adalah 10010156","Representasi fisik adalah bentuk representasi penyimpanan yang digunakan oleh sistem komputer untuk menyimpan dan menemukan kembali data melalui alamat fisik berbasis biner atau heksadesimal. Representasi ini bersifat teknis dan tidak langsung terlihat oleh pengguna. Representasi logis merupakan lapisan abstraksi yang memudahkan pengguna dalam mengakses data melalui struktur folder dan nama file. Contoh representasi logis adalah C:/lectures/genap24/namafile.docx, sedangkan contoh representasi fisik adalah alamat data dalam bentuk rangkaian bit.",5,5,10.00,A,5
222,04,"Apakah representasi fisik dalam konsep penyimpanan berkas di komputer ? Dan apa pula yang dimaksudkan dengan representasi logis ? Dalam penjelasan kedua konsep penyimpanan ini, berikan contoh-contoh yang memperjelas perbedaan antara penyimpanan logis dan penyimpanan fisik!","Representasi fisik adalah cara pengkodean alamat yang menunjukkan lokasi data di hard disk PC, Laptop, maupun ponsel kita yang direpresentasikan dengan menggunakan bilangan biner atau hexadesimal. Representasi fisik dibuat untuk sistem komputer dalam menyimpan dan menemukan kembali sebuah data, sedangkan representasi logis ditujukan untuk manusia sebagai pengguna. Representasi logis juga menunjukkan lokasi data disimpan dengan menggunakan nama jalur (drive), folder dan subfolder. Contoh representasi logis adalah C:/lectures/genap24/namafile.docx. Sedangkan contoh representasi fisik dengan bilangan biner 8 bit adalah 10010157","Representasi fisik dalam konsep penyimpanan berkas menjelaskan bagaimana data direkam dan diakses secara internal oleh komputer menggunakan alamat fisik pada media penyimpanan yang dinyatakan dalam bilangan biner atau heksadesimal. Representasi logis menjelaskan bagaimana lokasi data tersebut dipresentasikan kepada pengguna agar mudah dipahami dan dikelola. Misalnya, pengguna mengakses file melalui jalur C:/kuliah/materi/namafile.docx, sementara sistem mengakses file yang sama melalui alamat fisik tertentu dalam bentuk biner.",5,5,10.00,A,5
223,04,"Apakah representasi fisik dalam konsep penyimpanan berkas di komputer ? Dan apa pula yang dimaksudkan dengan representasi logis ? Dalam penjelasan kedua konsep penyimpanan ini, berikan contoh-contoh yang memperjelas perbedaan antara penyimpanan logis dan penyimpanan fisik!","Representasi fisik adalah cara pengkodean alamat yang menunjukkan lokasi data di hard disk PC, Laptop, maupun ponsel kita yang direpresentasikan dengan menggunakan bilangan biner atau hexadesimal. Representasi fisik dibuat untuk sistem komputer dalam menyimpan dan menemukan kembali sebuah data, sedangkan representasi logis ditujukan untuk manusia sebagai pengguna. Representasi logis juga menunjukkan lokasi data disimpan dengan menggunakan nama jalur (drive), folder dan subfolder. Contoh representasi logis adalah C:/lectures/genap24/namafile.docx. Sedangkan contoh representasi fisik dengan bilangan biner 8 bit adalah 10010158",Representasi fisik adalah cara komputer menyimpan data di media penyimpanan seperti hard disk atau SSD. Data disimpan pada lokasi tertentu yang diatur oleh sistem. Representasi logis adalah cara pengguna melihat dan mengakses data melalui folder dan nama file.,3.5,5,7.00,B,4
224,04,"Apakah representasi fisik dalam konsep penyimpanan berkas di komputer ? Dan apa pula yang dimaksudkan dengan representasi logis ? Dalam penjelasan kedua konsep penyimpanan ini, berikan contoh-contoh yang memperjelas perbedaan antara penyimpanan logis dan penyimpanan fisik!","Representasi fisik adalah cara pengkodean alamat yang menunjukkan lokasi data di hard disk PC, Laptop, maupun ponsel kita yang direpresentasikan dengan menggunakan bilangan biner atau hexadesimal. Representasi fisik dibuat untuk sistem komputer dalam menyimpan dan menemukan kembali sebuah data, sedangkan representasi logis ditujukan untuk manusia sebagai pengguna. Representasi logis juga menunjukkan lokasi data disimpan dengan menggunakan nama jalur (drive), folder dan subfolder. Contoh representasi logis adalah C:/lectures/genap24/namafile.docx. Sedangkan contoh representasi fisik dengan bilangan biner 8 bit adalah 10010159",Representasi fisik berkaitan dengan penyimpanan data secara nyata di perangkat keras komputer. Sistem menggunakan alamat tertentu untuk menyimpan dan mengambil data. Representasi logis adalah tampilan penyimpanan yang dibuat agar pengguna mudah mengelola data.,3.7,5,7.40,B,4
225,04,"Apakah representasi fisik dalam konsep penyimpanan berkas di komputer ? Dan apa pula yang dimaksudkan dengan representasi logis ? Dalam penjelasan kedua konsep penyimpanan ini, berikan contoh-contoh yang memperjelas perbedaan antara penyimpanan logis dan penyimpanan fisik!","Representasi fisik adalah cara pengkodean alamat yang menunjukkan lokasi data di hard disk PC, Laptop, maupun ponsel kita yang direpresentasikan dengan menggunakan bilangan biner atau hexadesimal. Representasi fisik dibuat untuk sistem komputer dalam menyimpan dan menemukan kembali sebuah data, sedangkan representasi logis ditujukan untuk manusia sebagai pengguna. Representasi logis juga menunjukkan lokasi data disimpan dengan menggunakan nama jalur (drive), folder dan subfolder. Contoh representasi logis adalah C:/lectures/genap24/namafile.docx. Sedangkan contoh representasi fisik dengan bilangan biner 8 bit adalah 10010160","Representasi fisik adalah bentuk penyimpanan data yang digunakan oleh komputer pada media penyimpanan. Representasi ini tidak langsung terlihat oleh pengguna. Representasi logis adalah struktur penyimpanan yang ditampilkan kepada pengguna berupa folder dan file. Contohnya, pengguna melihat file berada di folder C:/data, sedangkan komputer menyimpannya dalam bentuk alamat internal.",3.5,5,7.00,B,4
226,04,"Apakah representasi fisik dalam konsep penyimpanan berkas di komputer ? Dan apa pula yang dimaksudkan dengan representasi logis ? Dalam penjelasan kedua konsep penyimpanan ini, berikan contoh-contoh yang memperjelas perbedaan antara penyimpanan logis dan penyimpanan fisik!","Representasi fisik adalah cara pengkodean alamat yang menunjukkan lokasi data di hard disk PC, Laptop, maupun ponsel kita yang direpresentasikan dengan menggunakan bilangan biner atau hexadesimal. Representasi fisik dibuat untuk sistem komputer dalam menyimpan dan menemukan kembali sebuah data, sedangkan representasi logis ditujukan untuk manusia sebagai pengguna. Representasi logis juga menunjukkan lokasi data disimpan dengan menggunakan nama jalur (drive), folder dan subfolder. Contoh representasi logis adalah C:/lectures/genap24/namafile.docx. Sedangkan contoh representasi fisik dengan bilangan biner 8 bit adalah 10010161","Dalam penyimpanan berkas, representasi fisik menunjukkan bagaimana data disimpan oleh sistem komputer di hard disk. Representasi logis menunjukkan bagaimana data tersebut diorganisasikan agar mudah diakses oleh pengguna. Contohnya, pengguna mengakses file menggunakan nama dan folder, tanpa mengetahui lokasi fisik sebenarnya di media penyimpanan.",3.7,5,7.40,B,4
