IDJwb,IDPSJ,questions,answerKeys,answer,raw_grade,max_grade,grade,labela,label,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,grade_num,is_synthetic,inverse_words
412,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","Masa Pra-Katekumat=Mengikuti pengajaran dan motivasi tentang Calon Baptis

Masa katekumat=Masa pengajaran lanjutan tentang Baptis

Masa Baptis=Masa diamana menunggu waktu pelantikan menjadi orang Katolik","16,67","33,33","5,00",D,2,,,,,,,,,,,,,,,,5,0,
413,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","1) Masa Prakatekumenat
Masa upacara tahap awal, yaitu pelantikan menjadi calon baptis
2) Masa Katekumenat
Masa pembinaan atau pelajaran untuk calon baptis
3) Masa Persiapan Terakhir
Masa upacara tahap akhir, yaitu penerimaan Sakramen Baptis
4) Masa Mistagogi
Masa pembinaan lanjutan setelah menerima Sakramen Baptis","33,33","33,33","10,00",A,5,,,,,,,,,,,,,,,,10,0,
414,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","1. Masa prakumenat

2. Masa Katumenat

3. Masa Perpisahan terakhir

4. Masa Mistagogi","10,00","33,33","3,00",E,1,,,,,,,,,,,,,,,,3,0,
415,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","katakumenat,katekument dan pembaptisan","13,33","33,33","4,00",E,1,,,,,,,,,,,,,,,,4,0,
416,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","a). Masa Prakatekumenat : yaitu masa pemurnian motivasi calon, yang diakhiri dengan upacara tahap pertama yaitu, Upacara pelantikan menjadi katekumen.

b). Masa Katekumenat : yaitu masa pembelajaran atau pembinaan iman serta latihan hidup dalam jemaat, yang diakhiri dengan upacara tahap kedua yaitu, Upacara Pengukuhan Katekumenat Terpilih.

c). Masa Persiapan Terakhir : yakni masa mempersiapkan diri untuk menerima sakramen-sakramen inisiasi dan diakhiri dengan upacara tahap ketiga yaitu, upacara penerimaan sakramen Baptis.

d). Masa Mistagogi : yaitu masa pembinaan lanjutan bagi orang yang telah menerima sakramen Baptis.","33,33","33,33","10,00",A,5,,,,,,,,,,,,,,,,10,0,
417,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","1. Masa Prakatekumenat: masa pemurnian motivasi calon baptis dengan diakhiri upcara tahap pertama yaitu pelantikan menjadi katekumen

2. Masa Katekumenat: masa pengajaran dan pembinaan iman serta pelatihan hidup dalam jemaat bagi para katekumen yang diakhiri dengan upacara tahap kedua yaitu pelantikan katekumen terpilih

3. Masa persiapan terakhir: masa-masa persiapan diri untuk meneriman sakramen-sakramen inisiasi yang diakhiri dengan upacara tahap terakhir yaitu upacara penerimaan Sakramen Baptis

4. Masa mistagogi: masa pembinaan lanjutan ketika seseorang sudah menerima Sakramen Baptis","33,33","33,33","10,00",A,5,,,,,,,,,,,,,,,,10,0,
418,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","1. Pratekumenat : Masa pemurnian calon.

2. Katekumenat : Masa pengajaran dan pembinaan 

4. Persiapan terakhir : upacara penerimaan sakramen baptis.

5. Mistagogi : Masa terakhir pembinaan setelah menerima sakramen Baptis.","33,33","33,33","10,00",A,5,,,,,,,,,,,,,,,,10,0,
419,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","1. Masa prakatekumenat, diakhiri dengan upacara tahap pertama: pembelajaran/pembinaan terhadap calon kumenat.

2. Masa katekumenat, diakhiri dengan upacara tahap ke dua: refleksi/motivasi terhadap calon kumenat.

3. Masa tahap akhir, diakhiri dengan upacar tahp ke tiga: penerimaan sakramen baptis.

4. Masa mistagogi: pembelajaran tahap lanjut.","30,00","33,33","9,00",A,5,,,,,,,,,,,,,,,,9,0,
420,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","1. Masa Prakatekumenat, diakhiri oleh upacara tahap pertama, sebagai pelantikan calon katekumen

2. Masa Katekumenat, diakhiri oleh upacara tahap kedua, pengukuhan umat katekumen

3. Masa Perpisahan Terakhir, diakhiri oleh upacara tahap ketiga, masa khusus untuk mempersiapkan diri menerima sakramen inisiasi, penerimaan sakramen baptis

4. Masa Mistagogi, diakhiri oleh upacara tahap keempat, masa pembinaan lanjutan","30,00","33,33","9,00",A,5,,,,,,,,,,,,,,,,9,0,
421,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","masa pratekumenat = pelantikan menjadi katekumen dan pemurnian motivasi calon

masa katekumen = pengukuhan katekumen terpilih atau masa pembinnan dan pengajaran iman

masa persiapan terakhir = menyiapkan diri menerima sakramen sakramen inisiasi dan upacara penerimaan sakramen baptis

masa mistagogi = masa pembinaan lanjutan setelah menerima sakramen baptis","33,33","33,33","10,00",A,5,,,,,,,,,,,,,,,,10,0,
422,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","1. masa prakatekumenat: masa yang di akhiri upacara tahap pertama yaitu upacara pelantikan menjadi katekumenat

2. masa katekumenat: masa yang di akhiri upacara tahap kedua yaitu upacara pengukuhan katekumenat terpilih

3. masa persiapan terakhir: masa yang di akhiri upacara tahap ketiga yaitu upacara penerimaan sakramen baptis

4. masa misagogi: masa pembinaan dan pembelajaran  lanjutan seseorang yang sudah menerima sakramen baptis","33,33","33,33","10,00",A,5,,,,,,,,,,,,,,,,10,0,
423,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","calon baptis/katakumen akan melakukan pembinaan sampai selesai, mensucikan diri dan mengaku dosa sebelum menerima sakramen baptis dewasa, selesai mengaku dosa para katakumen bisa menerima sakramen baptis dengan romo menuanggkan air diatas kepala dengan berbicara, nama santo/santa aku membatis kamu dalam nama bapa, putra, dan roh kudus, setelah romo menuanggkan air di atas kepala, yang sudah di baptis akan di beri kain dan lilin yang sudah menyala","10,00","33,33","3,00",E,1,,,,,,,,,,,,,,,,3,0,
424,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis",harus mengikuti misa pertobatan,"10,00","33,33","3,00",E,1,,,,,,,,,,,,,,,,3,0,
425,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","* Prakatekumenat yaitu proses permunian dan motivasi
	* Katekumenat melakukan pembelajaran dan pembinaan

	* Persiapan terakhir yaitu mengambil sakramen baptis
	* Mistagogi yaitu pembelajaran lanjutan setelah menerima sakramen baptis","33,33","33,33","10,00",A,5,,,,,,,,,,,,,,,,10,0,
426,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","Masa Pra katekumenat : diakhiri dengan upacara tahap pertama yaitu pelantikan menjadi katekumen.

Masa Katekumen : diakhiri dengan upacara ke 2 yaitu pengukuhan katekumen terpilih.

Masa Persiapan Terakhir : diakhiri dengan upacara ke 3 yaitu penerimaan sakramen baptis.

Masa Mistagogi : Masa pembinaan lanjutan setelah seorang menerima sakramen baptis.","33,33","33,33","10,00",A,5,,,,,,,,,,,,,,,,10,0,
427,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","1 .Prakatekumenat : Masa dimana calon baptis mendapatkan masa permunian motivasi calon diakhiri dengan pelantikan menjadi Katekumenat
2. Katekumenat : Masa dimana calon baptis mengikuti pembelajaran dan pembinaan iman dan diakhiri dengan pengudusan katekumenat terpilih
3. Pengukuhan Katekumenat terpilih : Masa persiapan terakhir yakni masa khusus mempersiapkan diri menerima sakramen-sakramen inisiasi dan diakhiri dengan tahap ketiga Upcara penerimaan sakramen baptis
Masa Mistagogi : Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","26,67","33,33","8,00",B,4,,,,,,,,,,,,,,,,8,0,
428,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","a. masa pratekumenat masa pemurnian motivasi calon diakhiri dengan pelantikan menjadi katakumet

b. masa katakumenat masa pengajaran dan pembinaan iman dalam jemat diakhiri dengan pengudusan katekumet terpilih

c. masa persiapan terakhir masa khusus persiapan menerima sakramen inisasi diakhiri dengan penerimaan sakramen baptis

d. masa mistagogi masa pembinaan lanjutan setelah menerima sakramen baptis","33,33","33,33","10,00",A,5,,,,,,,,,,,,,,,,10,0,
429,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","Proses prakatekumennat = pembersihan motivasi calon

Proses katekumenat = masa pengajaran iman serta latihan hidup dalam jemaat

Proses persiapan terakhir = pembinaan terakhir dalam penerimaan sakramen babtis

Proses mistelogi = masa pembelajaran lajutan dalam penerimaan sakramen batis","30,00","33,33","9,00",A,5,,,,,,,,,,,,,,,,9,0,
430,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","1. Masa prakatekumenat: diahkiri dengan upacara pertama yaitu, pelantikan menjadi katakumenat

2. Masa kata kumenat: diakhiri dengan upacara tahap kedua, yaitu upacara pengukuhan kata kumenat terpilih

3. persiapan terakhir: diakhiri dengan upacara tahap ketiga, yaitu upacara penerimaan sakramen baptis

4. Masa mistagogi: masa pembinaan lanjutan setelah menerima sakramen baptis.","30,00","33,33","9,00",A,5,,,,,,,,,,,,,,,,9,0,
431,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","masa prakatekumenat

masa kutemenat

masa upacara perimanan sakramen baptis

masa mistagogi","16,67","33,33","5,00",D,2,,,,,,,,,,,,,,,,5,0,
432,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","masa praketekumenal: masa permurnian motivasi calon yang diahiri dengan tahap kaltekumen

masa katekumenat: masa pengajaran iman serta latihan hidup jemaat yang di selesaikan upacara pengukuhan katekumenat yang terpilih

masa persiapan terahir:  masa yang khusus mempersiapkan diri menerima sakramen babtis

masa mistagogi: masa pengajaran/pembiaan ;anjutan setelah menerima sakramen babtis","33,33","33,33","10,00",A,5,,,,,,,,,,,,,,,,10,0,
433,8,Dalam pembelajaran agama kelas 8 kita mempelajari dan memahami tantang Sakramen Baptis. Jelaskanlah tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa!,"1. Masa Prakatekumenat

- Masa pemurnian motivasi calon

2. Masa Katekumenat

- masa pengajaran dan pembinaan iman serta latihan hidup dalam jemaat

3. Masa persiapan akhir

- Masa khusus untuk mempersiapkan diri menerima sakramen

4. Masa Mistagogi

- Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis","mengikuti pelajaran katolik
rajin mengikuti sakramen ekaristi
mengikuti pelantikan","13,33","33,33","4,00",E,1,,,,,,,,,,,,,,,,4,0,
