IDJwb,IDPSJ,questions_clean,answerKeys_clean,answer_clean,raw_grade,max_grade,grade,labela,label
183,4,"['apakah representasi fisik dalam konsep penyimpanan berkas di komputer', 'dan apa pula yang dimaksudkan dengan representasi logis', 'dalam penjelasan kedua konsep penyimpanan ini berikan contoh contoh yang memperjelas perbedaan antara penyimpanan logis dan penyimpanan fisik']","['representasi fisik adalah cara pengkodean alamat yang menunjukkan lokasi data di hard disk pc laptop maupun ponsel kita yang direpresentasikan dengan menggunakan bilangan biner atau hexadesimal', 'representasi fisik dibuat untuk sistem komputer dalam menyimpan dan menemukan kembali sebuah data sedangkan representasi logis ditujukan untuk manusia sebagai pengguna', 'representasi logis juga menunjukkan lokasi data disimpan dengan menggunakan nama jalur drive folder dan subfolder', 'contoh representasi logis adalah c adalah atau lectures atau genap24 atau namafile docx', 'sedangkan contoh representasi fisik dengan bilangan biner 8 bit adalah 10010118']","['representasi fisik adalah penyimpanan yang memiliki sifat fisik dan menyimpan data yang besar dan banyak', 'contoh adalah flashdisk hardisk dll', 'representasi logis adalah penyimpanan yang bersifat tidak permanen dan volatile', 'contoh adalah ram cache dll']",2,5,"4,00",D,2
184,4,"['apakah representasi fisik dalam konsep penyimpanan berkas di komputer', 'dan apa pula yang dimaksudkan dengan representasi logis', 'dalam penjelasan kedua konsep penyimpanan ini berikan contoh contoh yang memperjelas perbedaan antara penyimpanan logis dan penyimpanan fisik']","['representasi fisik adalah cara pengkodean alamat yang menunjukkan lokasi data di hard disk pc laptop maupun ponsel kita yang direpresentasikan dengan menggunakan bilangan biner atau hexadesimal', 'representasi fisik dibuat untuk sistem komputer dalam menyimpan dan menemukan kembali sebuah data sedangkan representasi logis ditujukan untuk manusia sebagai pengguna', 'representasi logis juga menunjukkan lokasi data disimpan dengan menggunakan nama jalur drive folder dan subfolder', 'contoh representasi logis adalah c adalah atau lectures atau genap24 atau namafile docx', 'sedangkan contoh representasi fisik dengan bilangan biner 8 bit adalah 10010119']",['penyimpanan logis merupakan penyimpanan yang dihasilkan suatu program sedangkan penyimpanan fisik itu merupakan penyimpanan yang dapat dilihat oleh unit memori contoh penyimpanan logis itu tipe file blob sedangkan contoh penyimpanan fisik seperti folder yang berisi file2'],"1,5",5,"3,00",E,1
185,4,"['apakah representasi fisik dalam konsep penyimpanan berkas di komputer', 'dan apa pula yang dimaksudkan dengan representasi logis', 'dalam penjelasan kedua konsep penyimpanan ini berikan contoh contoh yang memperjelas perbedaan antara penyimpanan logis dan penyimpanan fisik']","['representasi fisik adalah cara pengkodean alamat yang menunjukkan lokasi data di hard disk pc laptop maupun ponsel kita yang direpresentasikan dengan menggunakan bilangan biner atau hexadesimal', 'representasi fisik dibuat untuk sistem komputer dalam menyimpan dan menemukan kembali sebuah data sedangkan representasi logis ditujukan untuk manusia sebagai pengguna', 'representasi logis juga menunjukkan lokasi data disimpan dengan menggunakan nama jalur drive folder dan subfolder', 'contoh representasi logis adalah c adalah atau lectures atau genap24 atau namafile docx', 'sedangkan contoh representasi fisik dengan bilangan biner 8 bit adalah 10010120']","['memori merupakan istilah generik yang merujuk pada media penyimpanan data sementara pada komputer', 'setiap program dan data yang sedang diproses oleh prosesor akan disimpan di dalam memori fisik', 'data yang disimpan dalam memori fisik bersifat sementara karena data yang disimpan di dalamnya akan tersimpan selama komputer tersebut masih dialiri daya', 'ketika komputer itu direset atau dimatikan data yang disimpan dalam memori fisik akan hilang', 'oleh karena itulah sebelum mematikan komputer semua data yang belum disimpan ke dalam media penyimpanan permanen sehingga data tersebut dapat dibuka kembali di lain kesempatan contohya alamat logis dihasilkan oleh cpu menurut buku', 'saya berasumsi ketika kode dikompilasi untuk suatu program program memiliki tidak ide di mana kode akan dimuat dalam memori', 'semua yang dikompilasi dilakukan adalah membuat sketsa umum tata letak program dan bagaimana gambar harus ditata tetapi tidak menetapkan alamat nyata untuk itu', 'ketika program dijalankan cpu mengambil gambar tata letak ini yang dibuat oleh kompiler dan membagikan beberapa alamat yang logis ke yang dihasilkan dari kode']",1,5,"2,00",E,1
186,4,"['apakah representasi fisik dalam konsep penyimpanan berkas di komputer', 'dan apa pula yang dimaksudkan dengan representasi logis', 'dalam penjelasan kedua konsep penyimpanan ini berikan contoh contoh yang memperjelas perbedaan antara penyimpanan logis dan penyimpanan fisik']","['representasi fisik adalah cara pengkodean alamat yang menunjukkan lokasi data di hard disk pc laptop maupun ponsel kita yang direpresentasikan dengan menggunakan bilangan biner atau hexadesimal', 'representasi fisik dibuat untuk sistem komputer dalam menyimpan dan menemukan kembali sebuah data sedangkan representasi logis ditujukan untuk manusia sebagai pengguna', 'representasi logis juga menunjukkan lokasi data disimpan dengan menggunakan nama jalur drive folder dan subfolder', 'contoh representasi logis adalah c adalah atau lectures atau genap24 atau namafile docx', 'sedangkan contoh representasi fisik dengan bilangan biner 8 bit adalah 10010121']","['representasi fisik adalah bagaimana komputer menyimpan data dalam tempat atau medium penyimpanan', 'misalnya adalah ketika komputer menyimpan suatu file diletakkan pada sektor sektor harddisk sehingga ketika mengakses suatu file menggunakan lokasi fisik sektor sektor file tersebut di medium penyimpanan bisa secara random maupun sequential', 'representasi logis adalah bagaimana user melihat penyimpanan yang telah terorganisir', 'misalnya adalah ketika user menyimpan dan mengakses suatu file sebagai satu unit yang terlihat adalah filename juga folder dan drive tempat file tersebut disimpan']",5,5,"10,00",A,5
187,4,"['apakah representasi fisik dalam konsep penyimpanan berkas di komputer', 'dan apa pula yang dimaksudkan dengan representasi logis', 'dalam penjelasan kedua konsep penyimpanan ini berikan contoh contoh yang memperjelas perbedaan antara penyimpanan logis dan penyimpanan fisik']","['representasi fisik adalah cara pengkodean alamat yang menunjukkan lokasi data di hard disk pc laptop maupun ponsel kita yang direpresentasikan dengan menggunakan bilangan biner atau hexadesimal', 'representasi fisik dibuat untuk sistem komputer dalam menyimpan dan menemukan kembali sebuah data sedangkan representasi logis ditujukan untuk manusia sebagai pengguna', 'representasi logis juga menunjukkan lokasi data disimpan dengan menggunakan nama jalur drive folder dan subfolder', 'contoh representasi logis adalah c adalah atau lectures atau genap24 atau namafile docx', 'sedangkan contoh representasi fisik dengan bilangan biner 8 bit adalah 10010122']","['komputer mengaskses dokumen tertentu yang disimpan pada media penyimpanan menggunakan lokasi atau lokasi fisiknya sedangkan representasi logis adalah individu melihat dokumen yang disimpan sebagai satu unit lengkap dalam folder tertentu pada drive tertentu', 'contoh untuk penyimpanan logis yaitu kita menyimpan file di folder tertentu sedangkan penyimpanan fisik itu lokasi tempat menyimpan suatu file seperti disc c dan lain lain']","4,5",5,"9,00",A,5
188,4,"['apakah representasi fisik dalam konsep penyimpanan berkas di komputer', 'dan apa pula yang dimaksudkan dengan representasi logis', 'dalam penjelasan kedua konsep penyimpanan ini berikan contoh contoh yang memperjelas perbedaan antara penyimpanan logis dan penyimpanan fisik']","['representasi fisik adalah cara pengkodean alamat yang menunjukkan lokasi data di hard disk pc laptop maupun ponsel kita yang direpresentasikan dengan menggunakan bilangan biner atau hexadesimal', 'representasi fisik dibuat untuk sistem komputer dalam menyimpan dan menemukan kembali sebuah data sedangkan representasi logis ditujukan untuk manusia sebagai pengguna', 'representasi logis juga menunjukkan lokasi data disimpan dengan menggunakan nama jalur drive folder dan subfolder', 'contoh representasi logis adalah c adalah atau lectures atau genap24 atau namafile docx', 'sedangkan contoh representasi fisik dengan bilangan biner 8 bit adalah 10010123']","['penyimpanan logis adalah jenis penyimpanan yang bersifat volatile dan tidak permanen', 'contohnya adalah cache ram', 'penyimpanan fisik adalah penyimpanan yang tempatnya bersifat fisik dan bisa menyimpan banyak data', 'contohnya adalah hdd flashdisk']",2,5,"4,00",D,2
189,4,"['apakah representasi fisik dalam konsep penyimpanan berkas di komputer', 'dan apa pula yang dimaksudkan dengan representasi logis', 'dalam penjelasan kedua konsep penyimpanan ini berikan contoh contoh yang memperjelas perbedaan antara penyimpanan logis dan penyimpanan fisik']","['representasi fisik adalah cara pengkodean alamat yang menunjukkan lokasi data di hard disk pc laptop maupun ponsel kita yang direpresentasikan dengan menggunakan bilangan biner atau hexadesimal', 'representasi fisik dibuat untuk sistem komputer dalam menyimpan dan menemukan kembali sebuah data sedangkan representasi logis ditujukan untuk manusia sebagai pengguna', 'representasi logis juga menunjukkan lokasi data disimpan dengan menggunakan nama jalur drive folder dan subfolder', 'contoh representasi logis adalah c adalah atau lectures atau genap24 atau namafile docx', 'sedangkan contoh representasi fisik dengan bilangan biner 8 bit adalah 10010124']","['penyimpanan logis adalah penyimpanan yang terdapat dalam laptop atau komputer sebagai contohnya adalah file dokumen', 'sedangkan penyimpanan fisik adalah penyimpanan yang dapat di bawa kemana mana sebagai contohnya adalah flashdisk']","1,5",5,"3,00",E,1
190,4,"['apakah representasi fisik dalam konsep penyimpanan berkas di komputer', 'dan apa pula yang dimaksudkan dengan representasi logis', 'dalam penjelasan kedua konsep penyimpanan ini berikan contoh contoh yang memperjelas perbedaan antara penyimpanan logis dan penyimpanan fisik']","['representasi fisik adalah cara pengkodean alamat yang menunjukkan lokasi data di hard disk pc laptop maupun ponsel kita yang direpresentasikan dengan menggunakan bilangan biner atau hexadesimal', 'representasi fisik dibuat untuk sistem komputer dalam menyimpan dan menemukan kembali sebuah data sedangkan representasi logis ditujukan untuk manusia sebagai pengguna', 'representasi logis juga menunjukkan lokasi data disimpan dengan menggunakan nama jalur drive folder dan subfolder', 'contoh representasi logis adalah c adalah atau lectures atau genap24 atau namafile docx', 'sedangkan contoh representasi fisik dengan bilangan biner 8 bit adalah 10010125']",['representasi fisik menunjukkan lokasi data di penyimpanan dengan alamat fisik sementara representasi logis adalah nama jalur file yang mudah dipahami pengguna'],3,5,"6,00",C,3
191,4,"['apakah representasi fisik dalam konsep penyimpanan berkas di komputer', 'dan apa pula yang dimaksudkan dengan representasi logis', 'dalam penjelasan kedua konsep penyimpanan ini berikan contoh contoh yang memperjelas perbedaan antara penyimpanan logis dan penyimpanan fisik']","['representasi fisik adalah cara pengkodean alamat yang menunjukkan lokasi data di hard disk pc laptop maupun ponsel kita yang direpresentasikan dengan menggunakan bilangan biner atau hexadesimal', 'representasi fisik dibuat untuk sistem komputer dalam menyimpan dan menemukan kembali sebuah data sedangkan representasi logis ditujukan untuk manusia sebagai pengguna', 'representasi logis juga menunjukkan lokasi data disimpan dengan menggunakan nama jalur drive folder dan subfolder', 'contoh representasi logis adalah c adalah atau lectures atau genap24 atau namafile docx', 'sedangkan contoh representasi fisik dengan bilangan biner 8 bit adalah 10010126']","['penyimpanan logis mengacu pada cara pengguna mengorganisir dan mengakses file di komputer', 'penyimpanan fisik berfokus pada bagaimana data sebenarnya disimpan di media penyimpanan']",3,5,"6,00",C,3
192,4,"['apakah representasi fisik dalam konsep penyimpanan berkas di komputer', 'dan apa pula yang dimaksudkan dengan representasi logis', 'dalam penjelasan kedua konsep penyimpanan ini berikan contoh contoh yang memperjelas perbedaan antara penyimpanan logis dan penyimpanan fisik']","['representasi fisik adalah cara pengkodean alamat yang menunjukkan lokasi data di hard disk pc laptop maupun ponsel kita yang direpresentasikan dengan menggunakan bilangan biner atau hexadesimal', 'representasi fisik dibuat untuk sistem komputer dalam menyimpan dan menemukan kembali sebuah data sedangkan representasi logis ditujukan untuk manusia sebagai pengguna', 'representasi logis juga menunjukkan lokasi data disimpan dengan menggunakan nama jalur drive folder dan subfolder', 'contoh representasi logis adalah c adalah atau lectures atau genap24 atau namafile docx', 'sedangkan contoh representasi fisik dengan bilangan biner 8 bit adalah 10010127']","['representasi fisik adalah informasi yang disimpan dalam format biner di media penyimpanan', 'representasi logis adalah cara data ditampilkan kepada pengguna seperti melalui folder dan subfolder']",3,5,"6,00",C,3
