IDJwb,IDPSJ,grade,psj_idx,grade_num,is_synthetic,inverse_words
407,8,5,7,5,0,A) Tahap Calon Katekumen (_selama 2 bulan_) B) Tahap Katekumen Calon Baptis (_selama 8 bulan_) C) Tahap Calon Baptis Terpilih (_selama 2 bulan_)
408,8,8,7,8,0,-Masa prakatekumenat: masa persiapan -Masa katekumenat: masa persiapan terakhir -Masa upacara penerimaan sakramen baptis: masa dimana calon baptis melakukan upacara untuk menerima sakramen babtis -Masa mistagogi: masa lanjutan setelah penerimaan sakramen baptis
409,8,4,7,4,0,masa katekumenat : masa pemurnian motivasi calon
410,8,9,7,9,0,tahapan tahapan dalam proses baptis dewasa antara lain 1.masa pratekumenat diakhiri dengan upacara tahap pertama yaitu pemilihan katekumen 2.masa katekumenat diakhiri dengan upacara tahap kedua yaitu pengukuhan katekumenat terpilih 3.masa persiapan terakhir di akhiri dengan upacara tahap ketiga yaitu persiapan penerimaan sakramen baptis 4.masa mistagogi di akhiri dengan upacara tahap keempat yaitu penerimaan sakramen baptis atau seseorang menerima sakramen baptis
411,8,4,7,4,0,1.tahapan pertama yaitu masa katakumenat 2.tahapan kedua masa prakatakumenat 3.
412,8,5,7,5,0,Masa Pra-Katekumat=Mengikuti pengajaran dan motivasi tentang Calon Baptis Masa katekumat=Masa pengajaran lanjutan tentang Baptis Masa Baptis=Masa diamana menunggu waktu pelantikan menjadi orang Katolik
413,8,10,7,10,0,"1) Masa Prakatekumenat Masa upacara tahap awal, yaitu pelantikan menjadi calon baptis 2) Masa Katekumenat Masa pembinaan atau pelajaran untuk calon baptis 3) Masa Persiapan Terakhir Masa upacara tahap akhir, yaitu penerimaan Sakramen Baptis 4) Masa Mistagogi Masa pembinaan lanjutan setelah menerima Sakramen Baptis"
414,8,3,7,3,0,1. Masa prakumenat 2. Masa Katumenat 3. Masa Perpisahan terakhir 4. Masa Mistagogi
415,8,4,7,4,0,"katakumenat,katekument dan pembaptisan"
416,8,10,7,10,0,"a). Masa Prakatekumenat : yaitu masa pemurnian motivasi calon, yang diakhiri dengan upacara tahap pertama yaitu, Upacara pelantikan menjadi katekumen. b). Masa Katekumenat : yaitu masa pembelajaran atau pembinaan iman serta latihan hidup dalam jemaat, yang diakhiri dengan upacara tahap kedua yaitu, Upacara Pengukuhan Katekumenat Terpilih. c). Masa Persiapan Terakhir : yakni masa mempersiapkan diri untuk menerima sakramen-sakramen inisiasi dan diakhiri dengan upacara tahap ketiga yaitu, upacara penerimaan sakramen Baptis. d). Masa Mistagogi : yaitu masa pembinaan lanjutan bagi orang yang telah menerima sakramen Baptis."
417,8,10,7,10,0,1. Masa Prakatekumenat: masa pemurnian motivasi calon baptis dengan diakhiri upcara tahap pertama yaitu pelantikan menjadi katekumen 2. Masa Katekumenat: masa pengajaran dan pembinaan iman serta pelatihan hidup dalam jemaat bagi para katekumen yang diakhiri dengan upacara tahap kedua yaitu pelantikan katekumen terpilih 3. Masa persiapan terakhir: masa-masa persiapan diri untuk meneriman sakramen-sakramen inisiasi yang diakhiri dengan upacara tahap terakhir yaitu upacara penerimaan Sakramen Baptis 4. Masa mistagogi: masa pembinaan lanjutan ketika seseorang sudah menerima Sakramen Baptis
418,8,10,7,10,0,1. Pratekumenat : Masa pemurnian calon. 2. Katekumenat : Masa pengajaran dan pembinaan 4. Persiapan terakhir : upacara penerimaan sakramen baptis. 5. Mistagogi : Masa terakhir pembinaan setelah menerima sakramen Baptis.
419,8,9,7,9,0,"1. Masa prakatekumenat, diakhiri dengan upacara tahap pertama: pembelajaran/pembinaan terhadap calon kumenat. 2. Masa katekumenat, diakhiri dengan upacara tahap ke dua: refleksi/motivasi terhadap calon kumenat. 3. Masa tahap akhir, diakhiri dengan upacar tahp ke tiga: penerimaan sakramen baptis. 4. Masa mistagogi: pembelajaran tahap lanjut."
420,8,9,7,9,0,"1. Masa Prakatekumenat, diakhiri oleh upacara tahap pertama, sebagai pelantikan calon katekumen 2. Masa Katekumenat, diakhiri oleh upacara tahap kedua, pengukuhan umat katekumen 3. Masa Perpisahan Terakhir, diakhiri oleh upacara tahap ketiga, masa khusus untuk mempersiapkan diri menerima sakramen inisiasi, penerimaan sakramen baptis 4. Masa Mistagogi, diakhiri oleh upacara tahap keempat, masa pembinaan lanjutan"
421,8,10,7,10,0,masa pratekumenat = pelantikan menjadi katekumen dan pemurnian motivasi calon masa katekumen = pengukuhan katekumen terpilih atau masa pembinnan dan pengajaran iman masa persiapan terakhir = menyiapkan diri menerima sakramen sakramen inisiasi dan upacara penerimaan sakramen baptis masa mistagogi = masa pembinaan lanjutan setelah menerima sakramen baptis
422,8,10,7,10,0,1. masa prakatekumenat: masa yang di akhiri upacara tahap pertama yaitu upacara pelantikan menjadi katekumenat 2. masa katekumenat: masa yang di akhiri upacara tahap kedua yaitu upacara pengukuhan katekumenat terpilih 3. masa persiapan terakhir: masa yang di akhiri upacara tahap ketiga yaitu upacara penerimaan sakramen baptis 4. masa misagogi: masa pembinaan dan pembelajaran lanjutan seseorang yang sudah menerima sakramen baptis
423,8,3,7,3,0,"calon baptis/katakumen akan melakukan pembinaan sampai selesai, mensucikan diri dan mengaku dosa sebelum menerima sakramen baptis dewasa, selesai mengaku dosa para katakumen bisa menerima sakramen baptis dengan romo menuanggkan air diatas kepala dengan berbicara, nama santo/santa aku membatis kamu dalam nama bapa, putra, dan roh kudus, setelah romo menuanggkan air di atas kepala, yang sudah di baptis akan di beri kain dan lilin yang sudah menyala"
424,8,3,7,3,0,harus mengikuti misa pertobatan
425,8,10,7,10,0,* Prakatekumenat yaitu proses permunian dan motivasi * Katekumenat melakukan pembelajaran dan pembinaan * Persiapan terakhir yaitu mengambil sakramen baptis * Mistagogi yaitu pembelajaran lanjutan setelah menerima sakramen baptis
426,8,10,7,10,0,Masa Pra katekumenat : diakhiri dengan upacara tahap pertama yaitu pelantikan menjadi katekumen. Masa Katekumen : diakhiri dengan upacara ke 2 yaitu pengukuhan katekumen terpilih. Masa Persiapan Terakhir : diakhiri dengan upacara ke 3 yaitu penerimaan sakramen baptis. Masa Mistagogi : Masa pembinaan lanjutan setelah seorang menerima sakramen baptis.
427,8,8,7,8,0,1 .Prakatekumenat : Masa dimana calon baptis mendapatkan masa permunian motivasi calon diakhiri dengan pelantikan menjadi Katekumenat 2. Katekumenat : Masa dimana calon baptis mengikuti pembelajaran dan pembinaan iman dan diakhiri dengan pengudusan katekumenat terpilih 3. Pengukuhan Katekumenat terpilih : Masa persiapan terakhir yakni masa khusus mempersiapkan diri menerima sakramen-sakramen inisiasi dan diakhiri dengan tahap ketiga Upcara penerimaan sakramen baptis Masa Mistagogi : Masa pembinaan lanjutan setelah seseorang menerima sakramen baptis
428,8,10,7,10,0,a. masa pratekumenat masa pemurnian motivasi calon diakhiri dengan pelantikan menjadi katakumet b. masa katakumenat masa pengajaran dan pembinaan iman dalam jemat diakhiri dengan pengudusan katekumet terpilih c. masa persiapan terakhir masa khusus persiapan menerima sakramen inisasi diakhiri dengan penerimaan sakramen baptis d. masa mistagogi masa pembinaan lanjutan setelah menerima sakramen baptis
429,8,9,7,9,0,Proses prakatekumennat = pembersihan motivasi calon Proses katekumenat = masa pengajaran iman serta latihan hidup dalam jemaat Proses persiapan terakhir = pembinaan terakhir dalam penerimaan sakramen babtis Proses mistelogi = masa pembelajaran lajutan dalam penerimaan sakramen batis
430,8,9,7,9,0,"1. Masa prakatekumenat: diahkiri dengan upacara pertama yaitu, pelantikan menjadi katakumenat 2. Masa kata kumenat: diakhiri dengan upacara tahap kedua, yaitu upacara pengukuhan kata kumenat terpilih 3. persiapan terakhir: diakhiri dengan upacara tahap ketiga, yaitu upacara penerimaan sakramen baptis 4. Masa mistagogi: masa pembinaan lanjutan setelah menerima sakramen baptis."
431,8,5,7,5,0,masa prakatekumenat masa kutemenat masa upacara perimanan sakramen baptis masa mistagogi
432,8,10,7,10,0,masa praketekumenal: masa permurnian motivasi calon yang diahiri dengan tahap kaltekumen masa katekumenat: masa pengajaran iman serta latihan hidup jemaat yang di selesaikan upacara pengukuhan katekumenat yang terpilih masa persiapan terahir: masa yang khusus mempersiapkan diri menerima sakramen babtis masa mistagogi: masa pengajaran/pembiaan ;anjutan setelah menerima sakramen babtis
433,8,4,7,4,0,mengikuti pelajaran katolik rajin mengikuti sakramen ekaristi mengikuti pelantikan
434,8,3,7,3,0,"melakukan pertobatan, dan lalu di babtis"
435,8,9,7,9,0,Tahap pertama : (Pratekumenat) masa permurnian bagi calon baptis. Tahap kedua : (Katekumenat) pembinaan bagi calon baptis dewasa Tahap terakhir : upacara penerimaan baptis dewasa Mistagogi : ibadah bagi sang penerimaan baptis dewasa
436,8,3,7,3,0,1. harus siap dan mau dari diri sendiri(tidak boleh paksaan). 2. harus dalam keadaan berserah diri kepada tuhan.
437,8,10,7,10,0,"1.masa prakatemunat, dengan upacara tahap kesatu, yaitu pelantikan menjadi katekumen 2.masa katekumenat, dengan upacara tahap kedua, yaitu upacara pengukuhan katekumenat terpilih 3.masa persiapan terakhir, diakhiri dengan upacara tahap ketiga, yaitu upacara penerimaan sakramen baptis 4. masa mistagogi, yaitu masa pembinaan lanjutan setelah seseorang menerima sakramen baptis."
438,8,10,7,10,0,Tahapan-tahapan yang harus dilalui dalam proses Baptis dewasa adalah: 1. Masa Prakatekumenat: diakhiri dengan upacara tahap pertama -> pelantikan menjadi katekumen. 2. Maka Katekumenat: diakhiri dengan upacara tahap ke dua -> pengukuhan katekumenat terpilih. 3. Masa persiapan akhir: diakhiri dengan upacara tahap ketiga -> upacara penerimaan sakramen Baptis. 4. Masa mistagogi: masa pembinaan lanjutan bagi seseorang yang telah menerima sakramen Baptis.
439,8,4,7,4,0,masa katakumenat masa pertobatan masa pemilihan masa pelantikan
440,8,6,7,6,0,1.Masa pratekumenat: Tahapan awal bagi calon dalam memurnikan niat. 2.Masa katekumenat: Masa pengajaran intensif tentang iman. 3.Masa persiapan akhir: Persiapan khusus sebelum menerima sakramen. 4.Masa mistagogi: Pembinaan lanjutan setelah menerima sakramen baptis.
441,8,6,7,6,0,1.Masa pemurnian calon: Langkah awal mempersiapkan calon. 2.Masa katekumenat: Proses belajar dan pembinaan iman. 3.Masa persiapan terakhir: Menyiapkan diri untuk menerima sakramen. 4.Masa mistagogi: Pembinaan lanjutan setelah menerima sakramen.
442,8,6,7,6,0,1.Masa pratekumenat: Tahapan pertama bagi calon untuk memurnikan motivasi. 2.Masa katekumenat: Pengajaran dan latihan hidup dalam iman. 3.Masa akhir: Pembinaan setelah menerima sakramen baptis. 4.Masa mistagogi: Pembinaan iman setelah upacara sakramen.
443,8,6,7,6,0,1.Masa pratekumenat: Tahap awal pengenalan dan pemurnian. 2.Masa katekumenat: Pembelajaran tentang iman dan kehidupan gereja. 3.Masa persiapan terakhir: Fokus pada persiapan menerima sakramen. 4.Masa mistagogi: Pendalaman iman setelah penerimaan sakramen.
444,8,6,7,6,0,1.Masa pratekumenat: Memulai perjalanan iman dengan persiapan motivasi. 2.Masa katekumenat: Pembinaan dan pengajaran iman kepada calon. 3.Masa persiapan akhir: Tahapan khusus untuk mempersiapkan sakramen. 4.Masa mistagogi: Bimbingan setelah penerimaan sakramen baptis.
445,8,6,7,6,0,1.Masa pratekumenat: Tahapan pertama memurnikan niat calon. 2.Masa katekumenat: Pengajaran dan latihan iman dalam jemaat. 3.Masa persiapan akhir: Fokus pada persiapan sakramen inisiasi. 4.Masa mistagogi: Pembinaan lanjutan setelah sakramen baptis.
446,9,7,8,7,0,1. Populasi: populasi adalah tempat yang terdiri banyak makhluk hidup tetapi hanya terdapat 1 spesies saja didalamnya 2. komunitas: banyak makhluk hidup yang memiliki berbagai spesies tinggal ditempat tersebut contohnya adalah berbagai spesies burung/hewan yang bisa terbang hinggap dipohon 3. ekosistem: ekosistem adalah tempat berbagai makhluk hidup dan sebuah ekosistem yang tinggal ditempat yang sama
447,9,10,8,10,0,"- Populasi adalah sekumpulan/sekelompok individu dengan spesies yang sama, yang hidup di tempat yang sama. - Contoh : Populasi paus, populasi manusia, populasi burung - Community adalah Kumpulan dari beberapa populasi spesies yang berbeda. - Contoh : Komunitas di Danau, Komunitas di sawah - Ekosistem adalah Suatu sistem yang terdiri dari komunitas berbagai spesies yang berbeda, yang saling berinteraksi. Baik itu Biotik (hidup) maupun Abiotik (tak hidup). - Contoh : Ekosistem Gurun, Ekosistem Kutub, Ekosistem Hutan Tropis dan Ekosistem Padang Rumput."
448,9,7,8,7,0,"Populasi adalah dimana semua hewan yang sama berada dalam satu kelompok contohnya segerombolanikan kecil yang ada di dalam laut ekosistem adalah dimana hewan yang hanya bisa hidup di 1 ekosistem atau 1 daerah contohnya ikan yang hidup di air, jika ikan hidup di darat maka mereka akan mati karena tidak sesuai dengan habitannya komunitas adalah dimana beberapa makhluk hidup saling membutuhkan satu sama lain contohnya ikan membutuhkan makanan dan makanan tersebut bisa ia dapatkan dari air"
449,9,7,8,7,0,"POPULASI ADALAH SEKUMPUMPULAN MAKLUK HIDUP YANG SEJENIS SEPERTI GAMBAR DI ATAS YAITU HANYAK ADA SEKUMPULAN IKAN DAN GAK ADA JENIS LAIN LAGI KECUALI IKAN KOMUNITAS ADALAH SEKUMPULAN MAKLUK HIDUP YANG SESAMA MAKLU HIDUP ADA DI SATU PEMPAT SEPERTI GAMABR DI ATAS ADA SEKUMPULAN IKAN,BINTANG LAUT,DAN PADI EKOSISTEM ADALAH KUMPULAN DARI MAKLUK HIDUP DAN TAK HIDUP DI SUATU TEMPAT SEPERTI GAMBAR DI ATAS ADA IKAN ADA BINTANG LAUT ADA PADI ADA BATU DAN JUGA AIR"
450,9,10,8,10,0,"* Populasi adalah suatu interaksi yang hanya melibatkan makhluk hidup yang sejenis pada suatu daerah _contohnya: sekumpulan kuda dipadang rumput. _ * Komunitas merupakan interaksi yang melibatkan makhluk hidup dan benda-benda didalam suatu daerah _contohnya: komunitas danau yang didalamnya terdapat rumput laut, kerikil kecil, ikan, dan lain-lain. _ * Ekosistem adalah interaksi antar makhluk hidup yang saling bertergantungan antara makhluk hidup dan lingkungannya _contohnya: ekosistem sawah, tanaman padi bergantung pada tanah dan air, tanah yang bergantung pada tanah agar dapat subur, ular, burung gagak, tikus, dan hewan sawah lain yang bergantung pada tumbuhan padi agar mendapatkan makanan._"
451,9,10,8,10,0,"1. populasi adalah kumpulan individu sejenis yang hidup dan berinteraksi di tempat tertentu, contohnya sekumpulan kambing di padang rumput 2. komunitas adalah kumpulan berbagai mahkluk hidup yang berinteraksi dan hidup di area tertentu, contohnya seluruh organisme yang ada di sawah: padi, tikus, belalang 3. ekosistem adalah interaksi antar mahkluk hidup di suatu wilayah dengan lingkungannya yang saling memengaruhi, contohnya ekosistem danau yang terdiri atas organisme dan komponennya"
452,9,7,8,7,0,"1. Populasi yaitu peerkumpulan ikan yang sejenis, contohnya: perkumpulan kucing berwarna oren 2. komunitas yaitu perkumpulan semua jenis hewan yang di laut maupun di darat, contohnya: perkumpukan kucing yang memiliki berbagai macam jenis 3. ekosistem yaitu seluruh kebutuhan makan bagi setiap hewan, contohnya: seperti rantai makanan"
453,9,10,8,10,0,"Populasi adalah sekumpulan individu sejenis, contohnya sekumpulan ikan lele Komunitas adalah sekumpulan makhluk hidup yang berbeda jenis, contohnya sekumpulan binatang laut Ekosistem adalah lingkungan tempat makhluk hidup tidak sejenis dan benda mati berinteraksi, contohnya tikus, ular, dan belalang di sawah"
454,9,10,8,10,0,* Populasi adalah kumpulan makhluk sejenis yang tinggal di tempat yang sama * Komunitas adalah kumpulan populasi yang tinggal di tempat yang sama * Ekosistem adalah sistem terjadinya interaksi antara makhluk hidup dengan benda mati
455,9,6,8,6,0,1. Populasi adalah kumpulan dari kehidupan hewan tersebut 2. Komunitas adalah perkumpulan populasi 3. Ekosistem adalah interaksi antara benda mati dan mahluk hidup ada benda hidup
456,9,10,8,10,0,"Populasi adalah kumpulan spesies yang sama. Komunitas adalah kumpulan dari beberapa populasi yang berbeda. Ekosistem adalah kumpulan organisme-organisme biotik dan abiotik saling bergantung satu sama lain. Contoh: Populasi: Kumpulan sapi. Komunitas: ikan dan bintang laut di laut Ekosistem: Di laut terdapat ikan, terumbu karang, batu-batuan, air."
457,9,10,8,10,0,"- Populasi adalah lingkungan hidup yang hanya terdiri dari makhluk hidup sejenis. populasi burung dan populasi ikan - Komunitas adalah lingkungan hidup yang terdiri dari berbagai jenis makluk hidup. komunitas makhluk hidup dilautan - Ekosistem adalah hubungan intersaksi antara makluk hidup yang berada didalamnya dari lingkungan abiotik maupun biotik, ekosistem laut dan ekosistem hutan"
458,9,10,8,10,0,"Populasi : Populasi merupakan kumpulan makhluk hidup yang sejenis. Contoh, kumpulan harimau. Komunitas : Komunitas adalah kumpulan dari seluruh makhluk hidup pada tempat tertentu. Contoh, kumpulan harimau, ikan, burung, tanaman, jamur, protista, dan makhluk hidup lain-lainnya. Ekosistem : Ekosistem merupakan interaksi antar makhluk hidup dengan lingkungannya. Contoh, sebuah hutan yang terdapat bermacam-macam komponen biotik dan abiotik di dalamnya."
459,9,10,8,10,0,populasi=sekumpulan individu sama jenis berkumpul komunitas= sekumpulan hewan berbeda jenis berkumpul ekosistem= kumpulan biotik dan abiotik berkumpul di satu tempat
460,9,3,8,3,0,ecosystem adalah suatu sisten ekologi yang berbentuk oleh hubungan timbal balik tak terpisahkan antara makhluk hidup dan lingkunganya population adalah memiliki ciri ciri yang sama community adalah hidup sendirian
461,9,10,8,10,0,"1. Populasi : terdiri antara banyak mahkluk hidup di satu spesies, sekumpulan kera 2. Komunitas : terdiri antara banyak mahkluk hidup di berbagai spesies, sekumpulan kera di atas pepohonan 3. Ekosistem : terdiri antara berbagai spesies di suatu lingkungan, sekumpulan mahkluk hidup di sebuah danau"
